date,tweet,word_count,tokens,tokens_count
2019-04-01,Honestly rn. His behavior excused much it’s unacceptable I want pizza it’s late idk do.,15,"['Honestly', 'rn.', 'His', 'behavior', 'excused', 'much', 'it’s', 'unacceptable', 'I', 'want', 'pizza', 'it’s', 'late', 'idk', 'do.']",15
2019-04-02,"FAIR The boob aches. Just hanging chest make hurt baddddd Do ever think something really mean long time ago physically pain you? Actual footage me. This cute! Congrats new tat! Help, I’m depressed I’ve wanted eat week mac n cheese. I’m Libra that’s I wanna get out. Heck yes are!!! ❤️ Smort *laughs Pittsburgh* Pissy emailing fun. I got person tho lol YASSSS ❤️🧡💛💚💙💜💖 Both cute!!!",66,"['FAIR', 'The', 'boob', 'aches.', 'Just', 'hanging', 'chest', 'make', 'hurt', 'baddddd', 'Do', 'ever', 'think', 'something', 'really', 'mean', 'long', 'time', 'ago', 'physically', 'pain', 'you?', 'Actual', 'footage', 'me.', 'This', 'cute!', 'Congrats', 'new', 'tat!', 'Help,', 'I’m', 'depressed', 'I’ve', 'wanted', 'eat', 'week', 'mac', 'n', 'cheese.', 'I’m', 'Libra', 'that’s', 'I', 'wanna', 'get', 'out.', 'Heck', 'yes', 'are!!!', '❤️', 'Smort', '*laughs', 'Pittsburgh*', 'Pissy', 'emailing', 'fun.', 'I', 'got', 'person', 'tho', 'lol', 'YASSSS', '❤️🧡💛💚💙💜💖', 'Both', 'cute!!!']",66
2019-04-03,Ok! Had try :)) Are left?!?,6,"['Ok!', 'Had', 'try', ':))', 'Are', 'left?!?']",6
2019-04-04,"I love Zu integral part being, like I’m real as mom. Nah you’re close see great Foods, Rihanna, incredible shoe collection Yeah lol gotta point DnD, k-pop, cute face Bohemian style, record store, AMAZING selfie game. I running late morning, betcher as I still stopped pet teeny tiny Pomeranian puppy way bus stop. PRIORITIES. There’s song help lol I remember first 150 bc I weak. Lol tiny battle monster ClefairyArticuno TogepiHaunterElectabuzzRaichu IvysaurNidorinaExeggcute",72,"['I', 'love', 'Zu', 'integral', 'part', 'being,', 'like', 'I’m', 'real', 'as', 'mom.', 'Nah', 'you’re', 'close', 'see', 'great', 'Foods,', 'Rihanna,', 'incredible', 'shoe', 'collection', 'Yeah', 'lol', 'gotta', 'point', 'DnD,', 'k-pop,', 'cute', 'face', 'Bohemian', 'style,', 'record', 'store,', 'AMAZING', 'selfie', 'game.', 'I', 'running', 'late', 'morning,', 'betcher', 'as', 'I', 'still', 'stopped', 'pet', 'teeny', 'tiny', 'Pomeranian', 'puppy', 'way', 'bus', 'stop.', 'PRIORITIES.', 'There’s', 'song', 'help', 'lol', 'I', 'remember', 'first', '150', 'bc', 'I', 'weak.', 'Lol', 'tiny', 'battle', 'monster', 'ClefairyArticuno', 'TogepiHaunterElectabuzzRaichu', 'IvysaurNidorinaExeggcute']",72
2019-04-05,"This get bed morning tbh Lol certainly lot. Lucy lawless, Rachel weiscz, endless stream stabbing incredible woman Captain Marvel, awesome fashion, happy selfies Kim K reaction pics, reading people within inch life, Kanye I could run sweet art business home j ❤️🧡💛💚💙💜 Also iPhone parasite🦠 emoji??? Hahaha like parasite... wait",50,"['This', 'get', 'bed', 'morning', 'tbh', 'Lol', 'certainly', 'lot.', 'Lucy', 'lawless,', 'Rachel', 'weiscz,', 'endless', 'stream', 'stabbing', 'incredible', 'woman', 'Captain', 'Marvel,', 'awesome', 'fashion,', 'happy', 'selfies', 'Kim', 'K', 'reaction', 'pics,', 'reading', 'people', 'within', 'inch', 'life,', 'Kanye', 'I', 'could', 'run', 'sweet', 'art', 'business', 'home', 'j', '❤️🧡💛💚💙💜', 'Also', 'iPhone', 'parasite🦠', 'emoji???', 'Hahaha', 'like', 'parasite...', 'wait']",50
2019-04-06,"Ppl like get defensive tell watch movie. It’s like I know amount you. I want one hot toy doll real bad rn idk why. Send help, I’m gonna retail therapy death.",31,"['Ppl', 'like', 'get', 'defensive', 'tell', 'watch', 'movie.', 'It’s', 'like', 'I', 'know', 'amount', 'you.', 'I', 'want', 'one', 'hot', 'toy', 'doll', 'real', 'bad', 'rn', 'idk', 'why.', 'Send', 'help,', 'I’m', 'gonna', 'retail', 'therapy', 'death.']",31
2019-04-09,NO WAY I watched Hulu special Nxium day!!!! Basically I die DRAG HER AT MY FUNERAL This bus driver hitting many curb already slammed brake hard I bashed knee seat. Kinda sad didn’t get see Joy Behar commit assault battery live tv,42,"['NO', 'WAY', 'I', 'watched', 'Hulu', 'special', 'Nxium', 'day!!!!', 'Basically', 'I', 'die', 'DRAG', 'HER', 'AT', 'MY', 'FUNERAL', 'This', 'bus', 'driver', 'hitting', 'many', 'curb', 'already', 'slammed', 'brake', 'hard', 'I', 'bashed', 'knee', 'seat.', 'Kinda', 'sad', 'didn’t', 'get', 'see', 'Joy', 'Behar', 'commit', 'assault', 'battery', 'live', 'tv']",42
2019-04-11,I gross dog story tell I asked coworker wanted hear something gross bc thinking NOT THINKING THAT I JUST CAME OUT OF THE BATHROOM AND IT WOULD BE WEIRD I’m mortified want die.,33,"['I', 'gross', 'dog', 'story', 'tell', 'I', 'asked', 'coworker', 'wanted', 'hear', 'something', 'gross', 'bc', 'thinking', 'NOT', 'THINKING', 'THAT', 'I', 'JUST', 'CAME', 'OUT', 'OF', 'THE', 'BATHROOM', 'AND', 'IT', 'WOULD', 'BE', 'WEIRD', 'I’m', 'mortified', 'want', 'die.']",33
2019-04-12,"You energy dedication I posse Seriously. I’m always tired I’m hotel, idc, I’m sleeping. Oh I get there. My Immune system tough. I coworker brings sheet lol two would get along I use theirs. Fuck it. They look GOOD!",39,"['You', 'energy', 'dedication', 'I', 'posse', 'Seriously.', 'I’m', 'always', 'tired', 'I’m', 'hotel,', 'idc,', 'I’m', 'sleeping.', 'Oh', 'I', 'get', 'there.', 'My', 'Immune', 'system', 'tough.', 'I', 'coworker', 'brings', 'sheet', 'lol', 'two', 'would', 'get', 'along', 'I', 'use', 'theirs.', 'Fuck', 'it.', 'They', 'look', 'GOOD!']",39
2019-04-14,He’s truly game lol,4,"['He’s', 'truly', 'game', 'lol']",4
2019-04-15,Wasn’t that. The whole point. ?,6,"['Wasn’t', 'that.', 'The', 'whole', 'point.', '?']",6
2019-04-16,Jfc shit far together.,4,"['Jfc', 'shit', 'far', 'together.']",4
2019-04-17,"In time hardship I think Aidy Bryant Shrill saying “you fat as big titties, call shots” I feel calm.",19,"['In', 'time', 'hardship', 'I', 'think', 'Aidy', 'Bryant', 'Shrill', 'saying', '“you', 'fat', 'as', 'big', 'titties,', 'call', 'shots”', 'I', 'feel', 'calm.']",19
2019-04-18,"While we’re it, EVERYONE’S obsession boob weird. There’s even comment “try sexualize her” AND YET The rewatch Community, creepier Jeff’s obsession Annie is. This thread horrifying",26,"['While', 'we’re', 'it,', 'EVERYONE’S', 'obsession', 'boob', 'weird.', 'There’s', 'even', 'comment', '“try', 'sexualize', 'her”', 'AND', 'YET', 'The', 'rewatch', 'Community,', 'creepier', 'Jeff’s', 'obsession', 'Annie', 'is.', 'This', 'thread', 'horrifying']",26
2019-04-20,If we’re ever vicinity thissssss My lunch friend turned five half hour booze cruise. A man looked face said America least racist country I died.,25,"['If', 'we’re', 'ever', 'vicinity', 'thissssss', 'My', 'lunch', 'friend', 'turned', 'five', 'half', 'hour', 'booze', 'cruise.', 'A', 'man', 'looked', 'face', 'said', 'America', 'least', 'racist', 'country', 'I', 'died.']",25
2019-04-21,"Obviously, gorgeous bitch! 300 DOLL HAIRS?! Holy fuck",8,"['Obviously,', 'gorgeous', 'bitch!', '300', 'DOLL', 'HAIRS?!', 'Holy', 'fuck']",8
2019-04-22,My thought time hardship.,4,"['My', 'thought', 'time', 'hardship.']",4
2019-04-23,You’re genius. I’ll start looking dresses. I’m already thinking Halloween bc soul yearns feel joy. Thinking either: Bleh. I liked I feel like I don’t wanna watch anymore it. Is like season Can wait shit glitter mb also rob bank lol,41,"['You’re', 'genius.', 'I’ll', 'start', 'looking', 'dresses.', 'I’m', 'already', 'thinking', 'Halloween', 'bc', 'soul', 'yearns', 'feel', 'joy.', 'Thinking', 'either:', 'Bleh.', 'I', 'liked', 'I', 'feel', 'like', 'I', 'don’t', 'wanna', 'watch', 'anymore', 'it.', 'Is', 'like', 'season', 'Can', 'wait', 'shit', 'glitter', 'mb', 'also', 'rob', 'bank', 'lol']",41
2019-04-26,OH MY GAAAAAAAAHD!!!!! Congratulations! Better change damn life!!!!!!! TO BE FAIR special sauce still. STILL OK. In kind capitalist hellscape dipping sauce cost 5 ENTIRE DOLLARS.,26,"['OH', 'MY', 'GAAAAAAAAHD!!!!!', 'Congratulations!', 'Better', 'change', 'damn', 'life!!!!!!!', 'TO', 'BE', 'FAIR', 'special', 'sauce', 'still.', 'STILL', 'OK.', 'In', 'kind', 'capitalist', 'hellscape', 'dipping', 'sauce', 'cost', '5', 'ENTIRE', 'DOLLARS.']",26
2019-04-27,OK FINE. I STRESS-BOUGHT ALIEN T-SHIRTS. Start style blogggg,9,"['OK', 'FINE.', 'I', 'STRESS-BOUGHT', 'ALIEN', 'T-SHIRTS.', 'Start', 'style', 'blogggg']",9
2019-04-30,Like honestly lol. We’re predictable. I’m lying floor phone deciding it’s still worth lollll Dude. Link?,16,"['Like', 'honestly', 'lol.', 'We’re', 'predictable.', 'I’m', 'lying', 'floor', 'phone', 'deciding', 'it’s', 'still', 'worth', 'lollll', 'Dude.', 'Link?']",16
2019-05-01,YESSSSSSS. Ok I love them. Is Sansa Danaerys? I can’t figure lol She truly become villain I love it. I would die him???? It’s painful like I stood screeching,29,"['YESSSSSSS.', 'Ok', 'I', 'love', 'them.', 'Is', 'Sansa', 'Danaerys?', 'I', 'can’t', 'figure', 'lol', 'She', 'truly', 'become', 'villain', 'I', 'love', 'it.', 'I', 'would', 'die', 'him????', 'It’s', 'painful', 'like', 'I', 'stood', 'screeching']",29
2019-05-04,It looked DELICIOUS.,3,"['It', 'looked', 'DELICIOUS.']",3
2019-05-05,But still appreciates them! This brand you. Who else ruined Dead Me weekend? You say GoT it’s okay. Thank you!!!! Like stealing heart?!?!,23,"['But', 'still', 'appreciates', 'them!', 'This', 'brand', 'you.', 'Who', 'else', 'ruined', 'Dead', 'Me', 'weekend?', 'You', 'say', 'GoT', 'it’s', 'okay.', 'Thank', 'you!!!!', 'Like', 'stealing', 'heart?!?!']",23
2019-05-06,real. RIGHT I didn’t pause Shudder window I closed case iPad I TELL YOU high I jumped random burst ominous static came speakers. It SOOOO good creepy.,27,"['real.', 'RIGHT', 'I', 'didn’t', 'pause', 'Shudder', 'window', 'I', 'closed', 'case', 'iPad', 'I', 'TELL', 'YOU', 'high', 'I', 'jumped', 'random', 'burst', 'ominous', 'static', 'came', 'speakers.', 'It', 'SOOOO', 'good', 'creepy.']",27
2019-05-08,Mark calendar next year.,4,"['Mark', 'calendar', 'next', 'year.']",4
2019-05-11,Fair point lol I need get back yoga! I wish I done ballet child. My leg inflexible fucked up.,19,"['Fair', 'point', 'lol', 'I', 'need', 'get', 'back', 'yoga!', 'I', 'wish', 'I', 'done', 'ballet', 'child.', 'My', 'leg', 'inflexible', 'fucked', 'up.']",19
2019-05-12,❤️❤️ yes it’s hard can’t even explain don’t want to. If job find I know they’ll treat differently. C H O S E N Josh Groban? Travis Scott!???? I saw Backstreet Boys like 4th grade bc dad worked Sony gave tickets. You correct sir! Please tell Tim McGraw lie PLEASE TELL ME The original ALWAYS better look good way! No sign Constance Wu example. Thank youuuu light new desk perfect selfies. Not copy @artemisvoid I ordered new glass I’m STOKED. Do people still say stoked? Do I care? No! Recently I’m also getting -vertigo-blurry/shaky vision -weakness-fatigue Hooray!,97,"['❤️❤️', 'yes', 'it’s', 'hard', 'can’t', 'even', 'explain', 'don’t', 'want', 'to.', 'If', 'job', 'find', 'I', 'know', 'they’ll', 'treat', 'differently.', 'C', 'H', 'O', 'S', 'E', 'N', 'Josh', 'Groban?', 'Travis', 'Scott!????', 'I', 'saw', 'Backstreet', 'Boys', 'like', '4th', 'grade', 'bc', 'dad', 'worked', 'Sony', 'gave', 'tickets.', 'You', 'correct', 'sir!', 'Please', 'tell', 'Tim', 'McGraw', 'lie', 'PLEASE', 'TELL', 'ME', 'The', 'original', 'ALWAYS', 'better', 'look', 'good', 'way!', 'No', 'sign', 'Constance', 'Wu', 'example.', 'Thank', 'youuuu', 'light', 'new', 'desk', 'perfect', 'selfies.', 'Not', 'copy', '@artemisvoid', 'I', 'ordered', 'new', 'glass', 'I’m', 'STOKED.', 'Do', 'people', 'still', 'say', 'stoked?', 'Do', 'I', 'care?', 'No!', 'Recently', 'I’m', 'also', 'getting', '-vertigo-blurry/shaky', 'vision', '-weakness-fatigue', 'Hooray!']",97
2019-05-13,Thats pretty awesome! Journey? The next Iron Man. Soooo whereabouts find gift 90’s Cartoon God,15,"['Thats', 'pretty', 'awesome!', 'Journey?', 'The', 'next', 'Iron', 'Man.', 'Soooo', 'whereabouts', 'find', 'gift', '90’s', 'Cartoon', 'God']",15
2019-05-15,Fight fight fight,3,"['Fight', 'fight', 'fight']",3
2019-05-16,"Honestly, nap pit accurate Walder Frey voice: I bless rain Castamere",11,"['Honestly,', 'nap', 'pit', 'accurate', 'Walder', 'Frey', 'voice:', 'I', 'bless', 'rain', 'Castamere']",11
2019-05-17,We never deserved her. And she’s gone.,7,"['We', 'never', 'deserved', 'her.', 'And', 'she’s', 'gone.']",7
2019-05-18,"If I’m ‘close friends’ list Instagram, know I love I honored.",11,"['If', 'I’m', '‘close', 'friends’', 'list', 'Instagram,', 'know', 'I', 'love', 'I', 'honored.']",11
2019-05-19,,1,[''],1
2019-05-20,Soooo awkward. Koala tea content. 👌,6,"['Soooo', 'awkward.', 'Koala', 'tea', 'content.', '👌']",6
2019-05-21,"We beautiful funeral coworker’s Betta fish, Joshua. He missed. Thank much. It ordeal lol It feel “single bisexual office cool geeky way” Thank you!! 💗💗😊😊😊 Omg!!!! That’s weird, coworker said dog puked too! Should worried? PERFECT Ummmm Opposite Day? Cuz u cute You stop it! 😍😍😍😍",46,"['We', 'beautiful', 'funeral', 'coworker’s', 'Betta', 'fish,', 'Joshua.', 'He', 'missed.', 'Thank', 'much.', 'It', 'ordeal', 'lol', 'It', 'feel', '“single', 'bisexual', 'office', 'cool', 'geeky', 'way”', 'Thank', 'you!!', '💗💗😊😊😊', 'Omg!!!!', 'That’s', 'weird,', 'coworker', 'said', 'dog', 'puked', 'too!', 'Should', 'worried?', 'PERFECT', 'Ummmm', 'Opposite', 'Day?', 'Cuz', 'u', 'cute', 'You', 'stop', 'it!', '😍😍😍😍']",46
2019-05-22,"You know boob look good friend talk 5 whole minute Honestly! It’s wonder stress didn’t kill faster TWO brain aneurysms. Fair, yeah I also find upsetting it’s framed good thing. :/ Does anyone else feel it’s.... unsettling Emilia Clarke praised working even possibly dying? Like shouldn’t feel angry felt to?? UM look amazing?!",53,"['You', 'know', 'boob', 'look', 'good', 'friend', 'talk', '5', 'whole', 'minute', 'Honestly!', 'It’s', 'wonder', 'stress', 'didn’t', 'kill', 'faster', 'TWO', 'brain', 'aneurysms.', 'Fair,', 'yeah', 'I', 'also', 'find', 'upsetting', 'it’s', 'framed', 'good', 'thing.', ':/', 'Does', 'anyone', 'else', 'feel', 'it’s....', 'unsettling', 'Emilia', 'Clarke', 'praised', 'working', 'even', 'possibly', 'dying?', 'Like', 'shouldn’t', 'feel', 'angry', 'felt', 'to??', 'UM', 'look', 'amazing?!']",53
2019-05-23,You’re actual hero You admire confidence. Decisions made consequence accepted lol I’m sorry 💗,14,"['You’re', 'actual', 'hero', 'You', 'admire', 'confidence.', 'Decisions', 'made', 'consequence', 'accepted', 'lol', 'I’m', 'sorry', '💗']",14
2019-05-24,"I got Trixie accurate. There’s 😍💗😍😍 I also conflicted bc acting trailer chilling, like said... eehhh This favorite season ANTM I want both.",23,"['I', 'got', 'Trixie', 'accurate.', 'There’s', '😍💗😍😍', 'I', 'also', 'conflicted', 'bc', 'acting', 'trailer', 'chilling,', 'like', 'said...', 'eehhh', 'This', 'favorite', 'season', 'ANTM', 'I', 'want', 'both.']",23
2019-05-25,Oh yes? Maybaps movie night???,5,"['Oh', 'yes?', 'Maybaps', 'movie', 'night???']",5
2019-05-26,The way cope tbh Lol ok fair event you! A literal crime didn’t invite you????? Ok visa yet,18,"['The', 'way', 'cope', 'tbh', 'Lol', 'ok', 'fair', 'event', 'you!', 'A', 'literal', 'crime', 'didn’t', 'invite', 'you?????', 'Ok', 'visa', 'yet']",18
2019-05-27,"THIS IS AMAZING It’s possible. They basically nap eat I’m expert shit It’s close like pet baby I don’t love kid me, baby cute. Is possible pet baby?",28,"['THIS', 'IS', 'AMAZING', 'It’s', 'possible.', 'They', 'basically', 'nap', 'eat', 'I’m', 'expert', 'shit', 'It’s', 'close', 'like', 'pet', 'baby', 'I', 'don’t', 'love', 'kid', 'me,', 'baby', 'cute.', 'Is', 'possible', 'pet', 'baby?']",28
2019-05-28,Lol two! The black pink one olddddd. And thank youuuu So Dennis Duffy John Wick???? Thank youuuu. He’s best buddy. SO DERN CUTE OMG Thank youuuu! It’s favorite one! Omggggggggggg I love themmmm!!!! It’s like sense it!!! What kind dog Bailey? Represent!!!,42,"['Lol', 'two!', 'The', 'black', 'pink', 'one', 'olddddd.', 'And', 'thank', 'youuuu', 'So', 'Dennis', 'Duffy', 'John', 'Wick????', 'Thank', 'youuuu.', 'He’s', 'best', 'buddy.', 'SO', 'DERN', 'CUTE', 'OMG', 'Thank', 'youuuu!', 'It’s', 'favorite', 'one!', 'Omggggggggggg', 'I', 'love', 'themmmm!!!!', 'It’s', 'like', 'sense', 'it!!!', 'What', 'kind', 'dog', 'Bailey?', 'Represent!!!']",42
2019-05-29,"There woman gym literally standing hand dryer, holding pant open one hand, drying pubes(?) other.",15,"['There', 'woman', 'gym', 'literally', 'standing', 'hand', 'dryer,', 'holding', 'pant', 'open', 'one', 'hand,', 'drying', 'pubes(?)', 'other.']",15
2019-05-30,The outfit! The smile! The poses! We Stan!,8,"['The', 'outfit!', 'The', 'smile!', 'The', 'poses!', 'We', 'Stan!']",8
2019-05-31,"No joke, I would fight bitch.",6,"['No', 'joke,', 'I', 'would', 'fight', 'bitch.']",6
2019-06-03,Got email “an existing dental plan” thought said “existential dental plan.”,11,"['Got', 'email', '“an', 'existing', 'dental', 'plan”', 'thought', 'said', '“existential', 'dental', 'plan.”']",11
2019-06-04,"@isaacdraws1 I love display name omg. To fair, point made.",10,"['@isaacdraws1', 'I', 'love', 'display', 'name', 'omg.', 'To', 'fair,', 'point', 'made.']",10
2019-06-05,My mood tied food I access too. Like problem. .... well aren’t wrong suppose. That movie changed life,18,"['My', 'mood', 'tied', 'food', 'I', 'access', 'too.', 'Like', 'problem.', '....', 'well', 'aren’t', 'wrong', 'suppose.', 'That', 'movie', 'changed', 'life']",18
2019-06-06,IDK man I think they’re neat. What kind monster abandon dogs? Why I want one badly???,16,"['IDK', 'man', 'I', 'think', 'they’re', 'neat.', 'What', 'kind', 'monster', 'abandon', 'dogs?', 'Why', 'I', 'want', 'one', 'badly???']",16
2019-06-07,THANK YOU?! 💕💕,3,"['THANK', 'YOU?!', '💕💕']",3
2019-06-08,Kickass video game heroine similar fashion YES I could see final girl horror movie. Performance art I’m sorry. He goodest boy,21,"['Kickass', 'video', 'game', 'heroine', 'similar', 'fashion', 'YES', 'I', 'could', 'see', 'final', 'girl', 'horror', 'movie.', 'Performance', 'art', 'I’m', 'sorry.', 'He', 'goodest', 'boy']",21
2019-06-10,Isn’t heartbreaking?!?! So wtf want?!?!?!? DONT OPEN IT THEYLL EAT YOU,11,"['Isn’t', 'heartbreaking?!?!', 'So', 'wtf', 'want?!?!?!?', 'DONT', 'OPEN', 'IT', 'THEYLL', 'EAT', 'YOU']",11
2019-06-11,"It certainly is, friend. I made plan work four day row. Do I WANT meltdown?!?!?!! It’s feeler coming in. Nah, snitch get stitch man. Today I got mcdonalds Postmates sent me: 3 cheeseburger cheese burger one cheeseburger everything. I asked two plain cheeseburger y’all.",44,"['It', 'certainly', 'is,', 'friend.', 'I', 'made', 'plan', 'work', 'four', 'day', 'row.', 'Do', 'I', 'WANT', 'meltdown?!?!?!!', 'It’s', 'feeler', 'coming', 'in.', 'Nah,', 'snitch', 'get', 'stitch', 'man.', 'Today', 'I', 'got', 'mcdonalds', 'Postmates', 'sent', 'me:', '3', 'cheeseburger', 'cheese', 'burger', 'one', 'cheeseburger', 'everything.', 'I', 'asked', 'two', 'plain', 'cheeseburger', 'y’all.']",44
2019-06-12,"They try feel bad! 👀👀 Every poster worse, this. He look like highly rendered old Harry Potter game character face",20,"['They', 'try', 'feel', 'bad!', '👀👀', 'Every', 'poster', 'worse,', 'this.', 'He', 'look', 'like', 'highly', 'rendered', 'old', 'Harry', 'Potter', 'game', 'character', 'face']",20
2019-06-13,Cersei Mrs. Incredible Giselle! She’s always right isn’t Aurora! Ok y’all. I back pokeball-shit. Add Pokémon Go: 3335 7574 3508 Snow White! Tbh Margaery Sending love best friend! That encouraging thing I’ve ever heard. It come attention I cankles. I appreciate kind word trying time. Carrie do. 😊😊😊💗💗💗 Soooo cute!,50,"['Cersei', 'Mrs.', 'Incredible', 'Giselle!', 'She’s', 'always', 'right', 'isn’t', 'Aurora!', 'Ok', 'y’all.', 'I', 'back', 'pokeball-shit.', 'Add', 'Pokémon', 'Go:', '3335', '7574', '3508', 'Snow', 'White!', 'Tbh', 'Margaery', 'Sending', 'love', 'best', 'friend!', 'That', 'encouraging', 'thing', 'I’ve', 'ever', 'heard.', 'It', 'come', 'attention', 'I', 'cankles.', 'I', 'appreciate', 'kind', 'word', 'trying', 'time.', 'Carrie', 'do.', '😊😊😊💗💗💗', 'Soooo', 'cute!']",50
2019-06-14,Prettiest girl! That cutest Lapras ever!!! Oh DARN Oh boo lol never before. Any Pokémon you’re looking trade? Yasssssss,19,"['Prettiest', 'girl!', 'That', 'cutest', 'Lapras', 'ever!!!', 'Oh', 'DARN', 'Oh', 'boo', 'lol', 'never', 'before.', 'Any', 'Pokémon', 'you’re', 'looking', 'trade?', 'Yasssssss']",19
2019-06-15,"There’s really cute chalk artist art festival go me. And zombie-like reflexes. Under eye circle now, right? Right????? I hate hit public, I like knowing I’ve still got even I feel like hot garbage. That’s bc you’re GOAT This like episode black mirror like WHAT EVEN WAS THE THOUGHT PROCESS",50,"['There’s', 'really', 'cute', 'chalk', 'artist', 'art', 'festival', 'go', 'me.', 'And', 'zombie-like', 'reflexes.', 'Under', 'eye', 'circle', 'now,', 'right?', 'Right?????', 'I', 'hate', 'hit', 'public,', 'I', 'like', 'knowing', 'I’ve', 'still', 'got', 'even', 'I', 'feel', 'like', 'hot', 'garbage.', 'That’s', 'bc', 'you’re', 'GOAT', 'This', 'like', 'episode', 'black', 'mirror', 'like', 'WHAT', 'EVEN', 'WAS', 'THE', 'THOUGHT', 'PROCESS']",50
2019-06-16,Good see childhood crush stay gold. 😍😍😍😍😍 MA’AM,8,"['Good', 'see', 'childhood', 'crush', 'stay', 'gold.', '😍😍😍😍😍', 'MA’AM']",8
2019-06-17,I screamed first time I saw it. KOALA TEA content.,10,"['I', 'screamed', 'first', 'time', 'I', 'saw', 'it.', 'KOALA', 'TEA', 'content.']",10
2019-06-18,The hellest yes. I dream last night someone else beat Racist Cheeto election I got scream get Oval Office,19,"['The', 'hellest', 'yes.', 'I', 'dream', 'last', 'night', 'someone', 'else', 'beat', 'Racist', 'Cheeto', 'election', 'I', 'got', 'scream', 'get', 'Oval', 'Office']",19
2019-06-19,Everything LIE A look dynamic me. Hell yeah!,8,"['Everything', 'LIE', 'A', 'look', 'dynamic', 'me.', 'Hell', 'yeah!']",8
2019-06-20,"I decided try intermittent fasting bc I... guess I hate myself. Anyway, suck I want spaghetti. And cute hi",19,"['I', 'decided', 'try', 'intermittent', 'fasting', 'bc', 'I...', 'guess', 'I', 'hate', 'myself.', 'Anyway,', 'suck', 'I', 'want', 'spaghetti.', 'And', 'cute', 'hi']",19
2019-06-23,"Do baby, I know lawwww Oh I love 💜💜 Ahaha shocking, I know. I never look happy 😝😝 YOU ARE 💕💕💕 You look amazing!",24,"['Do', 'baby,', 'I', 'know', 'lawwww', 'Oh', 'I', 'love', '💜💜', 'Ahaha', 'shocking,', 'I', 'know.', 'I', 'never', 'look', 'happy', '😝😝', 'YOU', 'ARE', '💕💕💕', 'You', 'look', 'amazing!']",24
2019-06-24,Such underrated book! It’s definitely one faves. She’s perfect!!!! Thank gorgeous!,11,"['Such', 'underrated', 'book!', 'It’s', 'definitely', 'one', 'faves.', 'She’s', 'perfect!!!!', 'Thank', 'gorgeous!']",11
2019-06-26,And ADORABLE LEGIT Yesss bc feel like it’s “I told so” situation. And explaining u like we’re stupid nothing.,19,"['And', 'ADORABLE', 'LEGIT', 'Yesss', 'bc', 'feel', 'like', 'it’s', '“I', 'told', 'so”', 'situation.', 'And', 'explaining', 'u', 'like', 'we’re', 'stupid', 'nothing.']",19
2019-06-27,💛,1,['💛'],1
2019-06-28,I randomly want get switch. It’s gorgeous is. Look sculpt. The colors. The mood. People stupid exist. Mm yes do. Days I wish I could danceeeee,26,"['I', 'randomly', 'want', 'get', 'switch.', 'It’s', 'gorgeous', 'is.', 'Look', 'sculpt.', 'The', 'colors.', 'The', 'mood.', 'People', 'stupid', 'exist.', 'Mm', 'yes', 'do.', 'Days', 'I', 'wish', 'I', 'could', 'danceeeee']",26
2019-06-29,"I’m making two collage thank notes, prints, sticker friend hang original painting I have. GET ON OUR LEVEL. Eleanor Chuck Palahniuk good one.",23,"['I’m', 'making', 'two', 'collage', 'thank', 'notes,', 'prints,', 'sticker', 'friend', 'hang', 'original', 'painting', 'I', 'have.', 'GET', 'ON', 'OUR', 'LEVEL.', 'Eleanor', 'Chuck', 'Palahniuk', 'good', 'one.']",23
2019-06-30,You’re right say it. Teenagers hormonal move pack like vicious coyotes! The Good Place! THAT bullshit Amen. So envious!!!!,19,"['You’re', 'right', 'say', 'it.', 'Teenagers', 'hormonal', 'move', 'pack', 'like', 'vicious', 'coyotes!', 'The', 'Good', 'Place!', 'THAT', 'bullshit', 'Amen.', 'So', 'envious!!!!']",19
